Troye Sivan,Bloom,What a Heavenly Way to Die,15 Apr 2020 21:03
Troye Sivan,Bloom,Postcard (feat. Gordi),15 Apr 2020 20:59
Troye Sivan,Bloom,Plum,15 Apr 2020 20:56
Troye Sivan,Bloom,The Good Side,15 Apr 2020 20:52
Troye Sivan,Bloom,Seventeen,15 Apr 2020 20:48
Troye Sivan,Blue Neighbourhood (Deluxe),EASE,15 Apr 2020 20:45
Troye Sivan,Blue Neighbourhood (Deluxe),FOOLS,15 Apr 2020 20:41
Troye Sivan,Blue Neighbourhood (Deluxe),SUBURBIA,15 Apr 2020 20:38
Troye Sivan,Blue Neighbourhood (Deluxe),BITE,15 Apr 2020 20:38
Troye Sivan,Blue Neighbourhood (Deluxe),HEAVEN,15 Apr 2020 20:34
Troye Sivan,Blue Neighbourhood (Deluxe),TALK ME DOWN,15 Apr 2020 20:26
Allie X,Love Me Wrong,Love Me Wrong,15 Apr 2020 20:23
Imagine Dragons,Origins (Deluxe),Bad Liar,15 Apr 2020 20:12
Dua Lipa,Future Nostalgia,Pretty Please,15 Apr 2020 20:09
Normani,Motivation,Motivation,15 Apr 2020 20:06
Lady Gaga,Stupid Love,Stupid Love,15 Apr 2020 20:03
The Weeknd,After Hours,Blinding Lights,15 Apr 2020 20:00
Dua Lipa,bReAK mY heART,Break My Heart,15 Apr 2020 19:56
Dua Lipa,Physical,Physical,15 Apr 2020 19:53
Leslie Grace,Duro y suave,Duro y Suave,15 Apr 2020 19:48
Greeicy,Baila,Destino,15 Apr 2020 19:48
Leslie Grace,Duro y suave,Duro y Suave,15 Apr 2020 19:45
Mau y Ricky,Para Aventuras y Curiosidades,Desconocidos,15 Apr 2020 19:41
Pabllo Vittar,111,Clima Quente,15 Apr 2020 19:39
Pabllo Vittar,111,Salvaje,15 Apr 2020 19:39
Pabllo Vittar,111,Salvaje,15 Apr 2020 19:36
Pabllo Vittar,111,Salvaje,15 Apr 2020 19:31
Pabllo Vittar,111,Clima Quente,15 Apr 2020 19:28
Bad Bunny,YHLQMDLG,Safaera,15 Apr 2020 19:23
Lizzo,Cuz I Love You,Juice,15 Apr 2020 19:18
Lizzo,Cuz I Love You,Cuz I Love You,15 Apr 2020 19:15
Pabllo Vittar,111,Lovezinho (feat. Ivete Sangalo),15 Apr 2020 04:49
Pabllo Vittar,111,Clima Quente,15 Apr 2020 04:47
Pabllo Vittar,111,Rajadão,15 Apr 2020 04:44
Pabllo Vittar,111,Lovezinho (feat. Ivete Sangalo),15 Apr 2020 04:42
Pabllo Vittar,111,Salvaje,15 Apr 2020 04:39
Harry Styles,Fine Line,Adore You,15 Apr 2020 04:35
Bad Bunny,YHLQMDLG,Safaera,15 Apr 2020 04:31
Normani,Motivation,Motivation,15 Apr 2020 03:58
Dua Lipa,Future Nostalgia,Hallucinate,11 Apr 2020 22:04
Dua Lipa,Future Nostalgia,Pretty Please,11 Apr 2020 22:01
Dua Lipa,Future Nostalgia,Levitating,11 Apr 2020 21:57
Dua Lipa,Future Nostalgia,Physical,11 Apr 2020 21:54
Dua Lipa,Future Nostalgia,Cool,11 Apr 2020 21:51
Lana Del Rey,Norman Fucking Rockwell!,Doin' Time,07 Apr 2020 11:23
Dua Lipa,Future Nostalgia,Love Again,03 Apr 2020 21:03
Dua Lipa,Future Nostalgia,Future Nostalgia,03 Apr 2020 15:15
Dua Lipa,Future Nostalgia,Cool,03 Apr 2020 15:12
Dua Lipa,Future Nostalgia,Break My Heart,03 Apr 2020 15:08
Lizzo,Cuz I Love You,Cuz I Love You,03 Apr 2020 14:36
Imagine Dragons,Origins (Deluxe),Bad Liar,03 Apr 2020 14:29
Troye Sivan,Take Yourself Home,Take Yourself Home,02 Apr 2020 21:32
Allie X,Love Me Wrong,Love Me Wrong,02 Apr 2020 21:30
Imagine Dragons,Origins (Deluxe),Bad Liar,02 Apr 2020 19:26
Imagine Dragons,Bad Liar – Stripped,Bad Liar – Stripped,02 Apr 2020 15:59
Imagine Dragons,Origins (Deluxe),Bad Liar,02 Apr 2020 15:54
Dua Lipa,Future Nostalgia,Pretty Please,01 Apr 2020 14:30
Allie X,Love Me Wrong,Love Me Wrong,01 Apr 2020 14:27
Dua Lipa,Future Nostalgia,Good In Bed,29 Mar 2020 00:32
Dua Lipa,Future Nostalgia,Break My Heart,29 Mar 2020 00:28
Dua Lipa,Future Nostalgia,Love Again,29 Mar 2020 00:24
Dua Lipa,Future Nostalgia,Hallucinate,29 Mar 2020 00:20
Dua Lipa,Future Nostalgia,Pretty Please,29 Mar 2020 00:17
Dua Lipa,Future Nostalgia,Levitating,29 Mar 2020 00:13
Dua Lipa,Future Nostalgia,Physical,29 Mar 2020 00:10
Dua Lipa,Future Nostalgia,Cool,29 Mar 2020 00:06
Dua Lipa,Future Nostalgia,Don't Start Now,29 Mar 2020 00:03
Dua Lipa,Future Nostalgia,Future Nostalgia,29 Mar 2020 00:00
Dua Lipa,bReAK mY heART,Break My Heart,26 Mar 2020 22:11
Lizzo,Cuz I Love You,Cuz I Love You,26 Mar 2020 22:09
Sam Smith,How Do You Sleep?,How Do You Sleep?,24 Mar 2020 00:51
Disclosure,Settle (Deluxe Version),Latch (feat. Sam Smith),24 Mar 2020 00:47
Sia,This Is Acting (Deluxe Version),One Million Bullets,24 Mar 2020 00:43
Sia,Labrinth Sia & Diplo Present... LSD,Audio (feat. Sia Diplo and Labrinth),24 Mar 2020 00:40
Sia,Labrinth Sia & Diplo Present... LSD,Thunderclouds (feat. Sia Diplo and Labrinth),24 Mar 2020 00:37
Sia,This Is Acting (Deluxe Version),Unstoppable,24 Mar 2020 00:33
Disclosure,Caracal (Deluxe),Magnets,24 Mar 2020 00:30
Lorde,Pure Heroine,Ribs,24 Mar 2020 00:26
Lorde,Melodrama,Sober II (Melodrama),24 Mar 2020 00:23
Lorde,Melodrama,Sober,24 Mar 2020 00:19
Lorde,Pure Heroine,Team,24 Mar 2020 00:16
Billie Eilish,bellyache,bellyache,24 Mar 2020 00:13
J Balvin,Rojo,Rojo,24 Mar 2020 00:11
The Cardigans,First Band On The Moon (Remastered),Lovefool,24 Mar 2020 00:07
Harry Styles,Adore You,Adore You,24 Mar 2020 00:04
Doja Cat,Hot Pink,Say So,24 Mar 2020 00:00
a-ha,Hunting High and Low,Take On Me,23 Mar 2020 23:57
Maroon 5,V,Sugar,23 Mar 2020 23:53
The Weeknd,Blinding Lights,Blinding Lights,23 Mar 2020 23:50
Dua Lipa,Physical,Physical,23 Mar 2020 23:46
Lizzo,Good As Hell (feat. Ariana Grande) [Remix],Good as Hell (feat. Ariana Grande) - Remix,23 Mar 2020 23:44
Dua Lipa,Don't Start Now (Live in LA Remix),Don't Start Now - Live in LA Remix,23 Mar 2020 23:38
Lizzo,Cuz I Love You,Juice,23 Mar 2020 23:35
Mau y Ricky,Para Aventuras y Curiosidades,La Boca,16 Mar 2020 22:04
Bad Bunny,Callaita,Callaita,16 Mar 2020 22:00
Lewis Capaldi,Divinely Uninspired to a Hellish Extent,Someone You Loved,16 Mar 2020 21:43
Lady Gaga,Joanne (Deluxe),Perfect Illusion,16 Mar 2020 21:32
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,when the party's over,16 Mar 2020 21:29
Tini,Quiero Volver,Te Quiero Más,13 Mar 2020 02:21
Tini,Fresa,Fresa,13 Mar 2020 02:18
Karol G,Tusa,Tusa,13 Mar 2020 02:15
Pedro Capó,Calma (Remix),Calma - Remix,13 Mar 2020 02:11
The 1975,I Like It When You Sleep For You Are So Beautiful Yet So Unaware Of It,Somebody Else,13 Mar 2020 02:05
Coldplay,Ghost Stories Live 2014,Midnight - Live At The Royal Albert Hall London,12 Mar 2020 21:55
Coldplay,Ghost Stories Live 2014,Ink - Live At Le Casino De Paris Paris,12 Mar 2020 21:51
Coldplay,Ghost Stories Live 2014,Oceans - Live At E-Werk Cologne,12 Mar 2020 21:46
Coldplay,Adventure Of A Lifetime,Adventure of a Lifetime,12 Mar 2020 21:41
Coldplay,Everyday Life,Everyday Life,12 Mar 2020 21:38
Coldplay,Everyday Life,Champion of the World,12 Mar 2020 21:34
Coldplay,Everyday Life,بنی آدم,12 Mar 2020 21:31
Coldplay,Everyday Life,Old Friends,12 Mar 2020 21:28
Coldplay,Everyday Life,Cry Cry Cry,12 Mar 2020 21:25
Coldplay,Everyday Life,Orphans,12 Mar 2020 21:22
Coldplay,Everyday Life,guns,12 Mar 2020 21:20
Coldplay,Everyday Life,When I Need a Friend,12 Mar 2020 21:18
Coldplay,Everyday Life,WOTW / POTP,12 Mar 2020 21:16
Coldplay,Everyday Life,Broken,12 Mar 2020 21:14
Coldplay,Everyday Life,Trouble In Town,12 Mar 2020 21:10
Coldplay,Everyday Life,Church,12 Mar 2020 21:06
Idina Menzel,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,12 Mar 2020 18:55
Idina Menzel,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,12 Mar 2020 18:40
Idina Menzel,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,12 Mar 2020 18:36
Idina Menzel,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,12 Mar 2020 18:32
Troye Sivan,Bloom,Postcard (feat. Gordi),12 Mar 2020 11:52
Troye Sivan,Bloom,Dance to This (feat. Ariana Grande),12 Mar 2020 11:48
Troye Sivan,Bloom,Plum,12 Mar 2020 11:45
Billie Eilish,dont smile at me,Ocean Eyes,12 Mar 2020 11:41
Billie Eilish,dont smile at me,bellyache,12 Mar 2020 11:41
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,when the party's over,12 Mar 2020 11:35
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,wish you were gay,12 Mar 2020 11:30
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,bad guy,12 Mar 2020 11:25
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,when the party's over,12 Mar 2020 11:22
Dua Lipa,Don't Start Now,Don't Start Now,12 Mar 2020 11:19
Mau y Ricky,BOTA FUEGO,BOTA FUEGO,11 Mar 2020 21:44
Bad Bunny,YHLQMDLG,La Difícil,11 Mar 2020 21:41
Dua Lipa,Don't Start Now,Don't Start Now,11 Mar 2020 21:38
Lizzo,Cuz I Love You (Super Deluxe),Good As Hell (feat. Ariana Grande),11 Mar 2020 21:35
Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,11 Mar 2020 21:32
Dua Lipa,Physical,Physical,11 Mar 2020 21:29
Lizzo,Cuz I Love You,Juice,11 Mar 2020 21:25
Dua Lipa,Don't Start Now,Don't Start Now,11 Mar 2020 21:23
Jennifer Hudson,Sing (Original Motion Picture Soundtrack Deluxe),Golden Slumbers / Carry That Weight,11 Mar 2020 19:29
Pabllo Vittar,Vai Passar Mal,Indestrutível,11 Mar 2020 19:26
Sofi Tukker,Energia (Parte 2),Energia - Parte 2,11 Mar 2020 19:21
Pabllo Vittar,111 1,Parabéns,11 Mar 2020 19:19
Billie Eilish,dont smile at me,bellyache,11 Mar 2020 17:05
Britney Spears,Britney Jean (Deluxe Version),Work Bitch,11 Mar 2020 17:00
The Last Shadow Puppets,The Age of the Understatement,Standing Next to Me,11 Mar 2020 15:50
The Last Shadow Puppets,The Age of the Understatement,Standing Next to Me,11 Mar 2020 15:41
The Last Shadow Puppets,Everything You've Come To Expect,Sweet Dreams TN,11 Mar 2020 15:38
Mau y Ricky,Para Aventuras y Curiosidades,La Boca,11 Mar 2020 15:35
Dua Lipa,Don't Start Now,Don't Start Now,11 Mar 2020 15:30
